% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=SpectralShapeStatistics blockSize=1024 stepSize=1024
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
2.560000e+02,1.480901e+02,0.000000e+00,-7.243122e+01
